encoded_destination_id,destination_movement_id,destination_display_name
0,1315,609692 (1315)
1,1320,609694 (1320)
2,1369,609624 (1369)
3,1517,609682 (1517)
4,1540,609691 (1540)
5,1597,609683 (1597)
6,1643,609671 (1643)
7,1673,609595 (1673)
8,1680,609631 (1680)
9,1682,609636 (1682)
10,1688,609638 (1688)
11,1695,609601 (1695)
12,1703,609604 (1703)
13,1704,609606 (1704)
14,1715,609605 (1715)
15,1723,609625 (1723)
16,1741,709812 (1741)
17,1749,709814 (1749)
18,1757,709815 (1757)
19,1762,609464 (1762)
20,1772,709763 (1772)
21,1774,609452 (1774)
22,1786,609332 (1786)
23,1789,709764 (1789)
24,1801,709768 (1801)
25,1806,609451 (1806)
26,1809,709782 (1809)
27,1816,709783 (1816)
28,1824,709787 (1824)
29,1825,609461 (1825)
30,1847,709788 (1847)
31,1849,709736 (1849)
32,1860,609342 (1860)
33,1862,709712 (1862)
34,1863,709738 (1863)
35,1864,709739 (1864)
36,1865,709721 (1865)
37,1877,609470 (1877)
38,1915,709713 (1915)
39,1919,609434 (1919)
40,1938,609334 (1938)
41,1951,609350 (1951)
42,1985,609322 (1985)
43,1987,709716 (1987)
44,2006,709717 (2006)
45,2017,609281 (2017)
46,2019,609291 (2019)
47,2020,609301 (2020)
48,2022,609292 (2022)
49,2042,609303 (2042)
50,2044,609270 (2044)
51,2048,609310 (2048)
52,2054,609261 (2054)
53,2074,609250 (2074)
54,2076,609263 (2076)
55,2081,609241 (2081)
56,2092,609242 (2092)
57,2116,609152 (2116)
58,2117,609141 (2117)
59,2125,609142 (2125)
60,2142,609111 (2142)
61,2155,609102 (2155)
62,2158,609082 (2158)
63,2167,609070 (2167)
64,2171,609071 (2171)
65,2178,910582 (2178)
66,2189,507883 (2189)
67,2194,507892 (2194)
68,2213,507953 (2213)
69,2233,507871 (2233)
70,2249,910617 (2249)
71,2266,910615 (2266)
72,2273,910601 (2273)
73,2282,507954 (2282)
74,2315,507961 (2315)
75,2316,507861 (2316)
76,2318,910641 (2318)
77,2319,910613 (2319)
78,2320,507955 (2320)
79,2335,508720 (2335)
80,2336,910623 (2336)
81,2341,508713 (2341)
82,2342,508750 (2342)
83,2346,508811 (2346)
84,2355,507862 (2355)
85,2356,508812 (2356)
86,2380,507840 (2380)
87,2387,508831 (2387)
88,2398,910634 (2398)
89,2401,507971 (2401)
90,2414,507994 (2414)
91,2436,507833 (2436)
92,2441,910631 (2441)
93,2458,507991 (2458)
94,2462,507790 (2462)
95,2471,507784 (2471)
96,2475,507984 (2475)
97,2478,910791 (2478)
98,2492,507763 (2492)
99,2501,507751 (2501)
100,2508,910780 (2508)
101,2513,507981 (2513)
102,2543,508002 (2543)
103,2558,507996 (2558)
104,2559,507995 (2559)
105,2565,508092 (2565)
106,2576,507761 (2576)
107,2582,507740 (2582)
108,2584,507997 (2584)
109,2600,910771 (2600)
110,2614,508081 (2614)
111,2616,910793 (2616)
112,2626,910794 (2626)
113,2627,507998 (2627)
114,2628,508071 (2628)
115,2629,910812 (2629)
116,2634,508070 (2634)
117,2638,910814 (2638)
118,2667,508261 (2667)
119,2669,507712 (2669)
120,2677,507681 (2677)
121,2687,507714 (2687)
122,2713,507711 (2713)
123,2718,910842 (2718)
124,2720,910811 (2720)
125,2722,507713 (2722)
126,2745,910843 (2745)
127,2747,508422 (2747)
128,2756,508062 (2756)
129,2771,910835 (2771)
130,2786,507642 (2786)
131,2789,507652 (2789)
132,2814,508065 (2814)
133,2827,910834 (2827)
134,2830,910851 (2830)
135,2832,508412 (2832)
136,2836,508430 (2836)
137,2837,507641 (2837)
138,2850,910864 (2850)
139,2858,508264 (2858)
140,2860,508411 (2860)
141,2862,507655 (2862)
142,2872,508066 (2872)
143,2874,910833 (2874)
144,2883,508252 (2883)
145,2886,508416 (2886)
146,2887,507601 (2887)
147,2888,508402 (2888)
148,2895,507583 (2895)
149,2899,507591 (2899)
150,2901,507581 (2901)
151,2902,507590 (2902)
152,2912,508415 (2912)
153,2916,508401 (2916)
154,2919,508442 (2919)
155,2921,507550 (2921)
156,2923,508451 (2923)
157,2925,508404 (2925)
158,2927,910831 (2927)
159,2928,508381 (2928)
160,2930,910861 (2930)
161,2934,507562 (2934)
162,2935,507552 (2935)
163,2936,507575 (2936)
164,2937,507574 (2937)
165,2939,507551 (2939)
166,2940,508441 (2940)
167,2941,508452 (2941)
168,2947,508284 (2947)
169,2948,507572 (2948)
170,2951,508283 (2951)
171,2952,910940 (2952)
172,2953,507534 (2953)
173,2954,508446 (2954)
174,2958,508393 (2958)
175,2960,508272 (2960)
176,2961,910921 (2961)
177,2963,507571 (2963)
178,2964,507561 (2964)
179,2967,507500 (2967)
180,2969,508382 (2969)
181,2970,508472 (2970)
182,2971,508271 (2971)
183,2973,508471 (2973)
184,2976,507521 (2976)
185,2977,507531 (2977)
186,2979,508464 (2979)
187,2988,507532 (2988)
188,2992,508273 (2992)
189,2993,508282 (2993)
190,2995,508461 (2995)
191,2998,508474 (2998)
192,3002,508473 (3002)
193,3003,507480 (3003)
194,3007,407407 (3007)
195,3010,507533 (3010)
196,3011,508291 (3011)
197,3013,910891 (3013)
198,3014,910922 (3014)
199,3016,407402 (3016)
200,3018,910930 (3018)
201,3019,910951 (3019)
202,3028,407460 (3028)
203,3029,508361 (3029)
204,3031,508371 (3031)
205,3032,407404 (3032)
206,3033,508372 (3033)
207,3034,407395 (3034)
208,3035,508482 (3035)
209,3037,407461 (3037)
210,3039,407394 (3039)
211,3042,508285 (3042)
212,3044,508323 (3044)
213,3046,508483 (3046)
214,3047,508503 (3047)
215,3048,407406 (3048)
216,3052,910901 (3052)
217,3053,508313 (3053)
218,3055,508363 (3055)
219,3057,508321 (3057)
220,3059,508312 (3059)
221,3060,407410 (3060)
222,3063,407443 (3063)
223,3065,407442 (3065)
224,3068,407403 (3068)
225,3069,910911 (3069)
226,3071,407445 (3071)
227,3073,407450 (3073)
228,3076,407446 (3076)
229,3079,407393 (3079)
230,3080,508492 (3080)
231,3081,407384 (3081)
232,3082,508281 (3082)
233,3084,407381 (3084)
234,3086,407421 (3086)
235,3087,407171 (3087)
236,3088,910973 (3088)
237,3090,407246 (3090)
238,3091,407431 (3091)
239,3092,407430 (3092)
240,3094,407244 (3094)
241,3095,407420 (3095)
242,3097,508502 (3097)
243,3098,910912 (3098)
244,3100,407241 (3100)
245,3103,508311 (3103)
246,3104,407432 (3104)
247,3106,407322 (3106)
248,3108,407325 (3108)
249,3110,407321 (3110)
250,3111,508302 (3111)
251,3113,407353 (3113)
252,3114,407383 (3114)
253,3116,508301 (3116)
254,3117,407382 (3117)
255,3119,407371 (3119)
256,3120,407370 (3120)
257,3121,407361 (3121)
258,3123,910980 (3123)
259,3126,407360 (3126)
260,3127,407324 (3127)
261,3128,910972 (3128)
262,3129,407351 (3129)
263,3130,407323 (3130)
264,3133,508524 (3133)
265,3134,407331 (3134)
266,3137,407344 (3137)
267,3138,407341 (3138)
268,3139,407310 (3139)
269,3140,407342 (3140)
270,3141,508303 (3141)
271,3142,508331 (3142)
272,3143,407343 (3143)
273,3145,407301 (3145)
274,3146,407170 (3146)
275,3147,407352 (3147)
276,3148,407332 (3148)
277,3149,407302 (3149)
278,3150,407303 (3150)
279,3152,508522 (3152)
280,3153,407242 (3153)
281,3154,407345 (3154)
282,3156,407346 (3156)
283,3157,407354 (3157)
284,3158,508541 (3158)
285,3160,407181 (3160)
286,3162,407298 (3162)
287,3163,407291 (3163)
288,3164,407348 (3164)
289,3166,407281 (3166)
290,3168,407297 (3168)
291,3169,407292 (3169)
292,3171,508523 (3171)
293,3172,407256 (3172)
294,3173,910991 (3173)
295,3174,407252 (3174)
296,3175,407282 (3175)
297,3176,407251 (3176)
298,3177,910974 (3177)
299,3178,407296 (3178)
300,3180,407243 (3180)
301,3181,407283 (3181)
302,3185,407160 (3185)
303,3186,407294 (3186)
304,3187,407255 (3187)
305,3188,407254 (3188)
306,3189,407295 (3189)
307,3190,407253 (3190)
308,3191,407284 (3191)
309,3192,407182 (3192)
310,3193,407183 (3193)
311,3194,407184 (3194)
312,3195,407271 (3195)
313,3196,407161 (3196)
314,3197,910971 (3197)
315,3198,407245 (3198)
316,3199,407272 (3199)
317,3204,407262 (3204)
318,3205,407260 (3205)
319,3206,407261 (3206)
320,3208,407205 (3208)
321,3209,407204 (3209)
322,3210,407206 (3210)
323,3211,407155 (3211)
324,3212,508551 (3212)
325,3213,407202 (3213)
326,3214,407195 (3214)
327,3215,407273 (3215)
328,3216,407196 (3216)
329,3217,508525 (3217)
330,3218,407223 (3218)
331,3219,407233 (3219)
332,3220,407154 (3220)
333,3221,407152 (3221)
334,3222,407191 (3222)
335,3223,407234 (3223)
336,3224,508334 (3224)
337,3225,407193 (3225)
338,3226,407231 (3226)
339,3227,407201 (3227)
340,3229,407221 (3229)
341,3230,407211 (3230)
342,3231,407212 (3231)
343,3232,508552 (3232)
344,3233,508582 (3233)
345,3234,407203 (3234)
346,3236,407194 (3236)
347,3237,407153 (3237)
348,3240,407222 (3240)
349,3241,406830 (3241)
350,3243,407192 (3243)
351,3246,407151 (3246)
352,3247,407224 (3247)
353,3248,407210 (3248)
354,3249,508335 (3249)
355,3252,407156 (3252)
356,3253,407232 (3253)
357,3254,407111 (3254)
358,3255,407120 (3255)
359,3257,407235 (3257)
360,3258,407130 (3258)
361,3261,508584 (3261)
362,3262,407143 (3262)
363,3263,407236 (3263)
364,3264,407061 (3264)
365,3267,407110 (3267)
366,3268,406852 (3268)
367,3269,406831 (3269)
368,3270,406840 (3270)
369,3271,508571 (3271)
370,3272,407112 (3272)
371,3273,100311 (3273)
372,3274,407142 (3274)
373,3275,407121 (3275)
374,3276,407131 (3276)
375,3277,407065 (3277)
376,3278,406820 (3278)
377,3279,406910 (3279)
378,3281,407102 (3281)
379,3282,407144 (3282)
380,3283,406911 (3283)
381,3286,406851 (3286)
382,3288,407062 (3288)
383,3289,406912 (3289)
384,3291,407108 (3291)
385,3292,407066 (3292)
386,3302,407104 (3302)
387,3303,407141 (3303)
388,3304,406850 (3304)
389,3305,406940 (3305)
390,3306,406950 (3306)
391,3307,407107 (3307)
392,3308,508575 (3308)
393,3312,406920 (3312)
394,3313,406811 (3313)
395,3315,407103 (3315)
396,3316,508587 (3316)
397,3317,508576 (3317)
398,3318,407101 (3318)
399,3319,407106 (3319)
400,3322,406951 (3322)
401,3324,407063 (3324)
402,3325,406931 (3325)
403,3327,406900 (3327)
404,3329,407105 (3329)
405,3331,406952 (3331)
406,3333,407109 (3333)
407,3336,406941 (3336)
408,3337,407073 (3337)
409,3338,407082 (3338)
410,3340,406863 (3340)
411,3343,407083 (3343)
412,3344,406942 (3344)
413,3346,406862 (3346)
414,3347,407064 (3347)
415,3348,407090 (3348)
416,3349,406932 (3349)
417,3350,406864 (3350)
418,3351,407074 (3351)
419,3353,406800 (3353)
420,3354,406961 (3354)
421,3357,406812 (3357)
422,3359,406933 (3359)
423,3367,406964 (3367)
424,3368,508601 (3368)
425,3369,508591 (3369)
426,3370,100281 (3370)
427,3371,406963 (3371)
428,3372,100301 (3372)
429,3373,407072 (3373)
430,3374,406861 (3374)
431,3375,100324 (3375)
432,3376,406971 (3376)
433,3377,100392 (3377)
434,3378,407091 (3378)
435,3379,406630 (3379)
436,3380,407071 (3380)
437,3381,406962 (3381)
438,3382,100393 (3382)
439,3383,406644 (3383)
440,3384,407051 (3384)
441,3385,407084 (3385)
442,3388,406881 (3388)
443,3389,100321 (3389)
444,3390,407081 (3390)
445,3391,406965 (3391)
446,3392,406966 (3392)
447,3393,406880 (3393)
448,3394,100284 (3394)
449,3395,406994 (3395)
450,3396,100381 (3396)
451,3398,406969 (3398)
452,3399,406643 (3399)
453,3401,406801 (3401)
454,3402,406991 (3402)
455,3403,406968 (3403)
456,3405,40699D (3405)
457,3406,100261 (3406)
458,3409,406973 (3409)
459,3410,406967 (3410)
460,3411,100304 (3411)
461,3413,100291 (3413)
462,3414,100283 (3414)
463,3415,100282 (3415)
464,3416,406993 (3416)
465,3417,40699E (3417)
466,3418,406641 (3418)
467,3420,406891 (3420)
468,3421,100325 (3421)
469,3422,406992 (3422)
470,3423,100302 (3423)
471,3424,100382 (3424)
472,3425,100273 (3425)
473,3427,406999 (3427)
474,3430,100272 (3430)
475,3431,100322 (3431)
476,3432,100331 (3432)
477,3433,40699F (3433)
478,3434,406872 (3434)
479,3436,100271 (3436)
480,3438,100394 (3438)
481,3439,100323 (3439)
482,3440,100274 (3440)
483,3441,40699C (3441)
484,3442,406995 (3442)
485,3443,100292 (3443)
486,3444,100334 (3444)
487,3445,407053 (3445)
488,3446,40699G (3446)
489,3447,100335 (3447)
490,3448,100391 (3448)
491,3449,100383 (3449)
492,3450,40699A (3450)
493,3451,406972 (3451)
494,3452,100303 (3452)
495,3454,406794 (3454)
496,3455,100332 (3455)
497,3456,406871 (3456)
498,3458,100254 (3458)
499,3459,100293 (3459)
500,3461,100384 (3461)
501,3462,100253 (3462)
502,3463,100251 (3463)
503,3464,406996 (3464)
504,3465,40699B (3465)
505,3466,406984 (3466)
506,3467,406998 (3467)
507,3468,100275 (3468)
508,3469,100161 (3469)
509,3473,100371 (3473)
510,3474,407001 (3474)
511,3475,406892 (3475)
512,3476,406791 (3476)
513,3477,100333 (3477)
514,3478,100231 (3478)
515,3479,100294 (3479)
516,3480,100262 (3480)
517,3481,100336 (3481)
518,3482,100375 (3482)
519,3483,406985 (3483)
520,3484,406657 (3484)
521,3485,100233 (3485)
522,3486,406672 (3486)
523,3487,406642 (3487)
524,3488,100341 (3488)
525,3489,100255 (3489)
526,3490,406997 (3490)
527,3493,406771 (3493)
528,3494,100252 (3494)
529,3495,406983 (3495)
530,3496,100241 (3496)
531,3497,100342 (3497)
532,3498,407002 (3498)
533,3501,100372 (3501)
534,3502,407004 (3502)
535,3504,100343 (3504)
536,3505,100232 (3505)
537,3507,100374 (3507)
538,3509,100256 (3509)
539,3510,406620 (3510)
540,3511,406793 (3511)
541,3513,100344 (3513)
542,3514,406656 (3514)
543,3515,406653 (3515)
544,3520,100176 (3520)
545,3523,100373 (3523)
546,3524,100171 (3524)
547,3531,406615 (3531)
548,3533,100242 (3533)
549,3534,100183 (3534)
550,3535,407003 (3535)
551,3536,406982 (3536)
552,3538,100181 (3538)
553,3539,100351 (3539)
554,3540,100221 (3540)
555,3543,100243 (3543)
556,3544,406651 (3544)
557,3545,100354 (3545)
558,3546,100162 (3546)
559,3547,100163 (3547)
560,3548,100362 (3548)
561,3549,100093 (3549)
562,3550,100182 (3550)
563,3551,100172 (3551)
564,3552,100363 (3552)
565,3553,100361 (3553)
566,3555,100222 (3555)
567,3556,100173 (3556)
568,3557,100174 (3557)
569,3558,406981 (3558)
570,3560,100177 (3560)
571,3561,100166 (3561)
572,3562,100365 (3562)
573,3563,100167 (3563)
574,3565,100175 (3565)
